Column Header,Row header,Row name,CATEGORY,TEMPLATE,FREQUENCY,MODELCD,MODELDESC,TIMEZONE,SUPPLIERCD,SUPPLIERDESC,PERIODCD,BASECURRCD,BASECURRDESC,UNITSCD,UNITSDESC,PRODUCTCD,PRODUCTDESC,COMMODITY,PRODUCT,MARKETBASIS,QUOTECAL,DEFAULT PROFILE,SRC_CATEG,PROD_CATEG,PROD_SUB_CATEG,REGIONDESC,REGIONCD,COUNTRYDESC,COUNTRYCD,KPI,KPI_SUB_CATEG,ACTUAL_FORECAST
South Korea HDPE (Thousand Metric Tons),Destination,Israel,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_IL.EXPORTS.MONTHLY,IHS South Korea HDPE Export Trades Israel Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Exports,Israel,Actual
South Korea HDPE (Thousand Metric Tons),Destination,Italy,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_IT.EXPORTS.MONTHLY,IHS South Korea HDPE Export Trades Italy Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Exports,Italy,Actual
South Korea HDPE (Thousand Metric Tons),Destination,All Others,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_OTHERS.EXPORTS.MONTHLY,IHS South Korea HDPE Export Trades All Others Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Exports,All Others,Actual
South Korea HDPE (Thousand Metric Tons),Destination,Total,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_TOTAL.EXPORTS.MONTHLY,IHS South Korea HDPE Export Trades Total Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Exports,Total,Actual
South Korea HDPE (Thousand Metric Tons),Origin,Spain,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_ES.IMPORTS.MONTHLY,IHS South Korea HDPE Import Trades Spain Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Imports,Spain,Actual
South Korea HDPE (Thousand Metric Tons),Origin,Saudi Arabia,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_SA.IMPORTS.MONTHLY,IHS South Korea HDPE Import Trades Saudi Arabia Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Imports,Saudi Arabia,Actual
South Korea HDPE (Thousand Metric Tons),Origin,United Arab Emirates,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_AE.IMPORTS.MONTHLY,IHS South Korea HDPE Import Trades United Arab Emirates Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Imports,United Arab Emirates,Actual
South Korea HDPE (Thousand Metric Tons),Origin,United States,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_US.IMPORTS.MONTHLY,IHS South Korea HDPE Import Trades United States Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Imports,United States,Actual
South Korea HDPE (Thousand Metric Tons),Origin,Japan,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_JP.IMPORTS.MONTHLY,IHS South Korea HDPE Import Trades Japan Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Imports,Japan,Actual
South Korea HDPE (Thousand Metric Tons),Origin,Thailand,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_TH.IMPORTS.MONTHLY,IHS South Korea HDPE Import Trades Thailand Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Imports,Thailand,Actual
South Korea HDPE (Thousand Metric Tons),Origin,China,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_CN.IMPORTS.MONTHLY,IHS South Korea HDPE Import Trades China Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Imports,China,Actual
South Korea HDPE (Thousand Metric Tons),Origin,Vietnam,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_VN.IMPORTS.MONTHLY,IHS South Korea HDPE Import Trades Vietnam Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Imports,Vietnam,Actual
South Korea HDPE (Thousand Metric Tons),Origin,Portugal,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_PT.IMPORTS.MONTHLY,IHS South Korea HDPE Import Trades Portugal Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Imports,Portugal,Actual
South Korea HDPE (Thousand Metric Tons),Origin,Qatar,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_QA.IMPORTS.MONTHLY,IHS South Korea HDPE Import Trades Qatar Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Imports,Qatar,Actual
South Korea HDPE (Thousand Metric Tons),Origin,All Others,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_OTHERS.IMPORTS.MONTHLY,IHS South Korea HDPE Import Trades All Others Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Imports,All Others,Actual
South Korea HDPE (Thousand Metric Tons),Origin,Total,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_KR_TOTAL.IMPORTS.MONTHLY,IHS South Korea HDPE Import Trades Total Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,SOUTH KOREA,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Northeast Asia,NEAS,South Korea,KR,Imports,Total,Actual
Taiwan HDPE (Thousand Metric Tons),Destination,Hong Kong,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TW_HK.EXPORTS.MONTHLY,IHS Taiwan HDPE Export Trades Hong Kong Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,TAIWAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Taiwan,TW,Exports,Hong Kong,Actual
Taiwan HDPE (Thousand Metric Tons),Destination,Thailand,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TW_TH.EXPORTS.MONTHLY,IHS Taiwan HDPE Export Trades Thailand Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,TAIWAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Taiwan,TW,Exports,Thailand,Actual
Taiwan HDPE (Thousand Metric Tons),Destination,China,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TW_CN.EXPORTS.MONTHLY,IHS Taiwan HDPE Export Trades China Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,TAIWAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Taiwan,TW,Exports,China,Actual
Taiwan HDPE (Thousand Metric Tons),Destination,Vietnam,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TW_VN.EXPORTS.MONTHLY,IHS Taiwan HDPE Export Trades Vietnam Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,TAIWAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Taiwan,TW,Exports,Vietnam,Actual
Taiwan HDPE (Thousand Metric Tons),Destination,Greece,IHS_CH_TRADE,IHS_CH,MONTHLY,EU.CH.IHS.HDPE_TRADE_TW_GR.EXPORTS.MONTHLY,IHS Taiwan HDPE Export Trades Greece Monthly,CET,IHS,IHS,SPOT,,,TMT,Thousand Metric Tons,CH,CHEMICALS,CHEMICALS,HDPE TRADES,TAIWAN,HUSA,VOL,PACKAGING,Polyethylene,HDPE,Southeast Asia,SEAS,Taiwan,TW,Exports,Greece,Actual
